iid,pid,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,
394,401,female,24,31,7,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],35,0,25,20,0,20,2,4,6,4,4,,18,19,16,15,15,17,9,8,7,7,7,6,9,8,6,8,5,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.55,6,,2.5,6,3,0,0,0,0,
394,402,female,24,29,5,european/caucasian-american,asian/pacific islander/asian-american,0,1,6,creative writing [nonfiction],25,20,15,25,10,5,6,7,6,7,6,7,18,19,16,15,15,17,9,8,7,7,7,5,9,9,7,7,8,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.17,6,,2.5,7,7,0,0,1,0,
394,403,female,24,22,2,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],20,25,20,15,5,15,4,7,6,4,4,,18,19,16,15,15,17,9,8,7,7,7,3,5,6,6,8,4,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0,6,,2.5,4,2,0,0,0,0,
394,404,female,24,23,1,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],25,14,25,25,3,8,6,7,7,6,5,,18,19,16,15,15,17,9,8,7,7,7,8,7,7,7,7,8,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.1,6,,2.5,8,8,0,1,1,1,
394,405,female,24,30,6,european/caucasian-american,black/african american,0,1,6,creative writing [nonfiction],30,25,20,15,5,5,6,10,10,10,9,9,18,19,16,15,15,17,9,8,7,7,7,5,7,8,6,7,5,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.4,6,,2.5,6,5,0,0,0,0,
394,406,female,24,27,3,european/caucasian-american,asian/pacific islander/asian-american,0,1,6,creative writing [nonfiction],20,20,20,20,20,0,4,2,3,3,1,0,18,19,16,15,15,17,9,8,7,7,7,5,8,8,8,8,4,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.39,6,,2.5,7,7,0,0,0,0,
394,407,female,24,24,0,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],30,15,15,15,15,10,6,8,8,7,7,9,18,19,16,15,15,17,9,8,7,7,7,6,9,8,6,7,7,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.78,6,,2.5,7,3,0,0,0,0,
394,408,female,24,24,0,european/caucasian-american,latino/hispanic american,0,1,6,creative writing [nonfiction],20,10,20,20,10,20,5,5,9,8,7,5,18,19,16,15,15,17,9,8,7,7,7,7,7,8,7,7,5,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.15,6,,2.5,6,2,0,0,0,0,
394,409,female,24,23,1,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],20,15,20,20,10,15,6,9,9,7,8,4,18,19,16,15,15,17,9,8,7,7,7,4,9,8,7,6,6,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.35,6,,2.5,7,8,0,0,0,0,
394,410,female,24,27,3,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],20,20,20,20,10,10,5,10,7,3,5,2,18,19,16,15,15,17,9,8,7,7,7,7,8,8,6,7,7,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,-0.22,6,,2.5,7,8,0,1,0,0,
394,411,female,24,34,10,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],35,15,15,25,10,0,6,9,8,7,4,5,18,19,16,15,15,17,9,8,7,7,7,9.5,7,7,8,9,6,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.4,6,,2.5,7,6,0,0,0,0,
394,412,female,24,27,3,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],75,5,5,5,5,5,7,6,6,6,6,6,18,19,16,15,15,17,9,8,7,7,7,5,8,9,8,7,8,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,-0.34,6,,2.5,8,7,0,0,0,0,
394,413,female,24,26,2,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],10,10,30,30,5,15,6,8,7,6,6,6,18,19,16,15,15,17,9,8,7,7,7,7,8,8,6,7,7,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.18,6,,2.5,7,5,0,0,0,0,
394,414,female,24,29,5,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],95,1,1,1,1,1,7,8,6,5,6,1,18,19,16,15,15,17,9,8,7,7,7,4,6,7,5,9,2,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,-0.26,6,,2.5,3,1,0,0,1,0,
394,415,female,24,31,7,european/caucasian-american,european/caucasian-american,1,1,6,creative writing [nonfiction],10,20,40,10,10,10,5,5,5,5,5,5,18,19,16,15,15,17,9,8,7,7,7,6,6,8,4,10,1,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,0.53,6,,2.5,2,1,0,0,1,0,
395,397,female,33,24,9,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,20,21,21,22,6,10,8,8,7,8,7,7,20,20,20,10,10,20,8,8,7,9,7,4,6,6,6,6,7,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.28,4,,5,6,6,0,0,0,0,
395,398,female,33,29,4,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,45,10,10,30,0,5,5,8,7,7,,8,20,20,20,10,10,20,8,8,7,9,7,6,9,,9,,9,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.38,4,,5,8,8,0,1,0,0,
395,399,female,33,29,4,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,25,10,20,20,10,15,4,5,8,6,8,5,20,20,20,10,10,20,8,8,7,9,7,7,6,8,8,,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.49,4,,5,6,6,0,0,0,0,
395,400,female,33,26,7,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,70,5,20,3,1,1,5,7,8,7,7,8,20,20,20,10,10,20,8,8,7,9,7,8,6,7,7,9,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.6,4,,5,6,6,0,1,1,1,
395,401,female,33,31,2,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,35,0,25,20,0,20,1,5,5,4,5,,20,20,20,10,10,20,8,8,7,9,7,6,9,8,6,,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.58,4,,5,6,6,0,0,0,0,
395,402,female,33,29,4,european/caucasian-american,asian/pacific islander/asian-american,0,1,2,nonfiction writing,25,20,15,25,10,5,6,7,5,6,5,4,20,20,20,10,10,20,8,8,7,9,7,5,10,9,8,8,8,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,-0.02,4,,5,8,8,0,0,0,0,
395,403,female,33,22,11,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,20,25,20,15,5,15,6,7,6,,7,,20,20,20,10,10,20,8,8,7,9,7,5,8,8,8,9,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.01,4,,5,7,7,0,0,1,0,
395,404,female,33,23,10,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,25,14,25,25,3,8,6,6,8,5,6,,20,20,20,10,10,20,8,8,7,9,7,7,8,,6,,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.23,4,,5,6,6,0,0,0,0,
395,405,female,33,30,3,european/caucasian-american,black/african american,0,1,2,nonfiction writing,30,25,20,15,5,5,5,10,10,9,9,,20,20,20,10,10,20,8,8,7,9,7,6,7,8,8,9,8,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.65,4,,5,7,7,0,0,0,0,
395,406,female,33,27,6,european/caucasian-american,asian/pacific islander/asian-american,0,1,2,nonfiction writing,20,20,20,20,20,0,8,8,8,8,8,8,20,20,20,10,10,20,8,8,7,9,7,7,8,7,8,,8,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.42,4,,5,8,7,0,1,1,1,
395,407,female,33,24,9,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,30,15,15,15,15,10,6,7,8,7,7,7,20,20,20,10,10,20,8,8,7,9,7,6,9,8,6,6,9,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.54,4,,5,7,7,0,1,0,0,
395,408,female,33,24,9,european/caucasian-american,latino/hispanic american,0,1,2,nonfiction writing,20,10,20,20,10,20,4,3,2,2,2,2,20,20,20,10,10,20,8,8,7,9,7,7,7,7,9,7,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.19,4,,5,5,5,0,0,0,0,
395,409,female,33,23,10,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,20,15,20,20,10,15,7,6,7,6,5,5,20,20,20,10,10,20,8,8,7,9,7,8,8,,8,,9,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.44,4,,5,8,8,0,1,0,0,
395,410,female,33,27,6,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,20,20,20,20,10,10,4,6,8,3,6,2,20,20,20,10,10,20,8,8,7,9,7,8,9,8,8,,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,-0.41,4,,5,8,8,0,1,0,0,
395,411,female,33,34,1,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,35,15,15,25,10,0,8,10,10,8,9,5,20,20,20,10,10,20,8,8,7,9,7,7,8,9,7,,8,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.46,4,,5,7,7,0,0,0,0,
395,412,female,33,27,6,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,75,5,5,5,5,5,7,8,8,9,8,5,20,20,20,10,10,20,8,8,7,9,7,6,7,7,7,,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,-0.31,4,,5,7,7,0,0,0,0,
395,413,female,33,26,7,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,10,10,30,30,5,15,6,7,6,6,6,6,20,20,20,10,10,20,8,8,7,9,7,7,9,8,8,9,8,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.07,4,,5,8,8,0,1,0,0,
395,414,female,33,29,4,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,95,1,1,1,1,1,7,8,8,7,8,6,20,20,20,10,10,20,8,8,7,9,7,7,8,8,7,8,6,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,-0.61,4,,5,7,6,0,0,1,0,
395,415,female,33,31,2,european/caucasian-american,european/caucasian-american,1,1,2,nonfiction writing,10,20,40,10,10,10,5,5,5,5,5,5,20,20,20,10,10,20,8,8,7,9,7,5,9,7,5,8,,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,0.7,4,,5,3,3,0,0,1,0,
396,397,female,25,24,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,20,21,21,22,6,10,6,8,8,8,7,7,15,18,18,18,15,16,8,10,10,10,8,7,8,9,6,8,7,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.11,4,,3,6,6,0,1,0,0,
396,398,female,25,29,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,45,10,10,30,0,5,8,8,7,7,,,15,18,18,18,15,16,8,10,10,10,8,8,9,8,9,9,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.31,4,,3,8,3,0,1,0,0,
396,399,female,25,29,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,25,10,20,20,10,15,,,,,,,15,18,18,18,15,16,8,10,10,10,8,,,,,,,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.19,4,,3,,,,0,0,0,
396,400,female,25,26,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,70,5,20,3,1,1,4,8,7,7,6,,15,18,18,18,15,16,8,10,10,10,8,8,9,9,7,9,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.15,4,,3,8,3,0,1,0,0,
396,401,female,25,31,6,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,35,0,25,20,0,20,1,6,8,4,4,5,15,18,18,18,15,16,8,10,10,10,8,7,9,8,5,8,3,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.11,4,,3,4,1,0,0,0,0,
396,402,female,25,29,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,5,theatre management & producing,25,20,15,25,10,5,6,7,6,6,6,7,15,18,18,18,15,16,8,10,10,10,8,6,9,9,6,9,2,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.41,4,,3,3,1,0,0,1,0,
396,403,female,25,22,3,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,20,25,20,15,5,15,5,6,6,7,5,3,15,18,18,18,15,16,8,10,10,10,8,5,9,8,6,7,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.12,4,,3,6,5,0,0,1,0,
396,404,female,25,23,2,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,25,14,25,25,3,8,5,7,7,4,5,,15,18,18,18,15,16,8,10,10,10,8,8,9,8,6,9,4,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.26,4,,3,5,4,0,1,0,0,
396,405,female,25,30,5,asian/pacific islander/asian-american,black/african american,0,1,5,theatre management & producing,30,25,20,15,5,5,,,,,,,15,18,18,18,15,16,8,10,10,10,8,5,8,9,8,9,7,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.44,4,,3,6,7,0,1,0,0,
396,406,female,25,27,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,1,5,theatre management & producing,20,20,20,20,20,0,5,6,5,5,5,3,15,18,18,18,15,16,8,10,10,10,8,5,8,8,6,8,6,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.59,4,,3,5,4,0,0,0,0,
396,407,female,25,24,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,30,15,15,15,15,10,6,6,7,3,7,8,15,18,18,18,15,16,8,10,10,10,8,6,8,8,5,4,6,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.43,4,,3,6,7,0,1,0,0,
396,408,female,25,24,1,asian/pacific islander/asian-american,latino/hispanic american,0,1,5,theatre management & producing,20,10,20,20,10,20,5,8,9,8,8,7,15,18,18,18,15,16,8,10,10,10,8,8,9,9,9,8,6,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.28,4,,3,8,5,1,1,1,1,
396,409,female,25,23,2,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,20,15,20,20,10,15,7,8,7,7,7,8,15,18,18,18,15,16,8,10,10,10,8,7,9,9,7,7,4,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.01,4,,3,7,5,0,0,0,0,
396,410,female,25,27,2,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,20,20,20,20,10,10,3,4,3,2,3,1,15,18,18,18,15,16,8,10,10,10,8,8,9,9,8,8,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.41,4,,3,8,3,0,1,0,0,
396,411,female,25,34,9,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,35,15,15,25,10,0,4,9,8,7,9,5,15,18,18,18,15,16,8,10,10,10,8,7,8,9,9,8,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.27,4,,3,8,3,0,1,0,0,
396,412,female,25,27,2,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,75,5,5,5,5,5,6,8,8,7,8,7,15,18,18,18,15,16,8,10,10,10,8,6,9,8,6,5,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.05,4,,3,6,6,0,1,0,0,
396,413,female,25,26,1,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,10,10,30,30,5,15,6,7,6,6,6,5,15,18,18,18,15,16,8,10,10,10,8,7,8,8,6,7,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.14,4,,3,7,5,0,1,0,0,
396,414,female,25,29,4,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,95,1,1,1,1,1,8,8,8,6,8,4,15,18,18,18,15,16,8,10,10,10,8,5,9,9,6,9,5,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,-0.56,4,,3,7,4,0,1,1,1,
396,415,female,25,31,6,asian/pacific islander/asian-american,european/caucasian-american,0,1,5,theatre management & producing,10,20,40,10,10,10,5,5,5,5,5,5,15,18,18,18,15,16,8,10,10,10,8,3,8,5,1,8,1,8,7,10,10,10,7,7,7,10,9,10,10,10,10,7,7,0.64,4,,3,1,1,0,0,1,0,
397,379,male,24,38,14,european/caucasian-american,european/caucasian-american,1,3,2,law,15,15,20,15,15,20,7,9,9,7,8,8,20,21,21,22,6,10,7,7,7,10,9,8,8,8,9,9,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.36,6,,7,9,8,0,1,0,0,
397,380,male,24,33,9,european/caucasian-american,black/african american,0,3,2,law,20,20,20,15,15,10,4,7,7,5,7,7,20,21,21,22,6,10,7,7,7,10,9,6,8,8,7,7,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.41,6,,7,6,6,0,0,1,0,
397,381,male,24,24,0,european/caucasian-american,european/caucasian-american,1,3,2,law,20,10,20,35,5,10,5,8,9,4,9,3,20,21,21,22,6,10,7,7,7,10,9,7,6,6,6,6,5,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.02,6,,7,5,4,0,0,0,0,
397,382,male,24,28,4,european/caucasian-american,european/caucasian-american,1,3,2,law,25,25,25,10,10,5,5,5,5,5,5,5,20,21,21,22,6,10,7,7,7,10,9,7,8,8,8,7,8,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,-0.12,6,,7,8,7,0,1,0,0,
397,383,male,24,27,3,european/caucasian-american,european/caucasian-american,1,3,2,law,25,20,10,20,15,10,8,7,8,7,,,20,21,21,22,6,10,7,7,7,10,9,8,8,7,7,7,8,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.55,6,,7,8,7,0,1,1,1,
397,384,male,24,23,1,european/caucasian-american,european/caucasian-american,1,3,2,law,20,20,20,20,20,0,7,10,10,4,10,4,20,21,21,22,6,10,7,7,7,10,9,7,8,8,9,8,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.53,6,,7,8,8,0,1,0,0,
397,385,male,24,25,1,european/caucasian-american,european/caucasian-american,1,3,2,law,25,20,20,20,10,5,6,8,8,7,7,,20,21,21,22,6,10,7,7,7,10,9,9,9,8,9,9,10,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.22,6,,7,9,8,0,1,0,0,
397,386,male,24,26,2,european/caucasian-american,european/caucasian-american,1,3,2,law,15,10,30,10,15,20,7,8,8,7,,,20,21,21,22,6,10,7,7,7,10,9,6,8,8,9,8,8,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,-0.22,6,,7,8,7,0,1,1,1,
397,387,male,24,25,1,european/caucasian-american,european/caucasian-american,1,3,2,law,20,15,25,15,15,10,7,8,8,7,8,7,20,21,21,22,6,10,7,7,7,10,9,10,9,9,9,8,8,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.26,6,,7,9,8,0,1,0,0,
397,388,male,24,24,0,european/caucasian-american,european/caucasian-american,1,3,2,law,22,17,15,15,15,16,4,8,8,6,8,6,20,21,21,22,6,10,7,7,7,10,9,9,9,9,8,9,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.35,6,,7,8,7,0,1,0,0,
397,389,male,24,21,3,european/caucasian-american,european/caucasian-american,1,3,2,law,20,30,20,20,0,10,6,10,10,2,10,,20,21,21,22,6,10,7,7,7,10,9,9,7,7,9,7,8,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.29,6,,7,8,7,0,1,0,0,
397,390,male,24,30,6,european/caucasian-american,asian/pacific islander/asian-american,0,3,2,law,10,20,20,10,10,30,6,10,6,6,6,,20,21,21,22,6,10,7,7,7,10,9,3,9,10,3,8,0,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.26,6,,7,3,2,0,0,1,0,
397,391,male,24,28,4,european/caucasian-american,european/caucasian-american,1,3,2,law,35,0,35,10,10,10,5,9,5,3,6,3,20,21,21,22,6,10,7,7,7,10,9,9,9,8,9,8,8,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.35,6,,7,9,7,0,1,0,0,
397,392,male,24,26,2,european/caucasian-american,european/caucasian-american,1,3,2,law,15,20,15,30,10,10,2,2,2,2,5,2,20,21,21,22,6,10,7,7,7,10,9,7,8,8,8,7,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.29,6,,7,7,6,0,1,0,0,
397,393,male,24,22,2,european/caucasian-american,european/caucasian-american,1,3,2,law,8,20,25,25,12,10,8,8,8,8,7,7,20,21,21,22,6,10,7,7,7,10,9,6,9,8,8,8,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.08,6,,7,7,6,0,1,1,1,
397,394,male,24,24,0,european/caucasian-american,european/caucasian-american,1,3,2,law,18,19,16,15,15,17,5,8,8,7,7,7,20,21,21,22,6,10,7,7,7,10,9,7,9,8,8,8,9,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.1,6,,7,8,7,0,1,0,0,
397,395,male,24,33,9,european/caucasian-american,european/caucasian-american,1,3,2,law,20,20,20,10,10,20,4,6,6,6,6,7,20,21,21,22,6,10,7,7,7,10,9,8,8,7,8,7,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,0.28,6,,7,7,6,0,0,0,0,
397,396,male,24,25,1,european/caucasian-american,asian/pacific islander/asian-american,0,3,2,law,15,18,18,18,15,16,7,8,9,6,8,7,20,21,21,22,6,10,7,7,7,10,9,6,8,8,8,7,7,8,8,6,7,7,6,2,6,7,5,7,8,4,7,5,1,-0.11,6,,7,7,6,0,0,1,0,
398,379,male,29,38,9,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],15,15,20,15,15,20,7,7,7,7,7,7,45,10,10,30,0,5,7,6,10,7,8,,,,,,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.22,8,,3,,,1,0,0,0,
398,380,male,29,33,4,european/caucasian-american,black/african american,0,7,2,business [mba],20,20,20,15,15,10,8,8,7,7,7,7,45,10,10,30,0,5,7,6,10,7,8,5,8,8,7,,7,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,-0.38,8,,3,6,8,0,0,1,0,
398,381,male,29,24,5,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],20,10,20,35,5,10,8,7,8,8,6,6,45,10,10,30,0,5,7,6,10,7,8,6,7,7,4,9,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.29,8,,3,6,4,0,0,0,0,
398,382,male,29,28,1,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],25,25,25,10,10,5,6,6,6,10,6,8,45,10,10,30,0,5,7,6,10,7,8,6,,5,3,,5,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.15,8,,3,5,3,0,0,0,0,
398,383,male,29,27,2,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],25,20,10,20,15,10,2,1,3,,,,45,10,10,30,0,5,7,6,10,7,8,6,9,8,9,,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,-0.3,8,,3,7,9,0,1,0,0,
398,384,male,29,23,6,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],20,20,20,20,20,0,10,10,10,10,7,6,45,10,10,30,0,5,7,6,10,7,8,7,10,7,10,,8,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.11,8,,3,9,7,0,1,1,1,
398,385,male,29,25,4,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],25,20,20,20,10,5,8,5,8,10,8,5,45,10,10,30,0,5,7,6,10,7,8,6,7,7,8,,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.47,8,,3,6,4,0,1,1,1,
398,386,male,29,26,3,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],15,10,30,10,15,20,8,6,7,8,,,45,10,10,30,0,5,7,6,10,7,8,5,8,7,4,,2,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.39,8,,3,3,5,0,0,1,0,
398,387,male,29,25,4,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],20,15,25,15,15,10,8,9,9,9,9,8,45,10,10,30,0,5,7,6,10,7,8,10,8,9,10,,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.01,8,,3,10,6,0,1,1,1,
398,388,male,29,24,5,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],22,17,15,15,15,16,5,6,6,6,6,6,45,10,10,30,0,5,7,6,10,7,8,6,7,7,7,,8,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,-0.16,8,,3,6,2,0,0,0,0,
398,389,male,29,21,8,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],20,30,20,20,0,10,6,10,10,10,,8,45,10,10,30,0,5,7,6,10,7,8,8,10,10,9,,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,-0.09,8,,3,8,7,0,1,1,1,
398,390,male,29,30,1,european/caucasian-american,asian/pacific islander/asian-american,0,7,2,business [mba],10,20,20,10,10,30,8,8,8,8,,,45,10,10,30,0,5,7,6,10,7,8,3,7,5,1,3,1,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.36,8,,3,3,3,0,0,1,0,
398,391,male,29,28,1,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],35,0,35,10,10,10,7,6,6,6,6,4,45,10,10,30,0,5,7,6,10,7,8,6,6,,4,,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.26,8,,3,4,,0,0,0,0,
398,392,male,29,26,3,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],15,20,15,30,10,10,8,8,9,10,9,6,45,10,10,30,0,5,7,6,10,7,8,6,9,9,10,8,,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.4,8,,3,7,7,0,1,1,1,
398,393,male,29,22,7,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],8,20,25,25,12,10,7,8,8,7,6,6,45,10,10,30,0,5,7,6,10,7,8,6,9,8,10,,8,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.36,8,,3,6,5,0,1,1,1,
398,394,male,29,24,5,european/caucasian-american,european/caucasian-american,1,7,2,business [mba],18,19,16,15,15,17,8,9,7,8,6,8,45,10,10,30,0,5,7,6,10,7,8,6,7,5,4,,9,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,0.45,8,,3,5,2,0,0,1,0,
